index,time,id,c-text
51,Sat Jul 27 19:30:31 2024,6103,['Что мы знаем о фотодинамической терапии Метод ФДТ основан на поглощении света молекулой фотосенсибилизатора с последующей передачей этой поглощенной энергии молекулам кислорода и свободным радикалам Способность фотосенсибилизатора накапливаться в клетках на микроуровне это и определяет эффект ФДТ исследуют на кафедре club184106404 club лазерных микро нано и биотехнологий club142173315 mephi за лазерным конфокальным микроскопом На изображении клетки HeLA бессмертная линия клеток рака шейки матки на которой проводят исследования антираковых средств с 5 АЛК индуцированным протопорфирином IX флуоресцентным маркером и фотосенсибилизатором Красный цвет флуоресценция протопорфирина IX Зеленый цвет флуоресценция MitoTracker Orange агент для окрашивания митохондрий Синий цвет флуоресценция Hoechst 33342 агент для окрашивания хромосом в клеточном ядре все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
52,Fri Jul 26 18:21:58 2024,6102,['Нанопористые материалы шаг в будущее Пористые материалы нам знакомы благодаря их наличию в костях почве древесине применению для теплоизоляции фильтрации жидкостей и газов ускорения химических реакций Такие материалы вес прочность и площадь поверхности изделия На фото аппарат для определения характеристик нанопористых материалов удельных площади поверхности и объема пор функции распределения пор по размерам Сейчас на Кафедре молекулярной физики club147912468 mephi идет разработка амортизирующего пористого материала В основе исследования взаимодействие с растворами обладающими свойством поглощения механической энергии с минимальным тепловыделением способными поглощать энергию при ударном воздействии без сильного нагрева и деформации Нанопористые материалы применимы и в медицине в качестве носителей лекарственных средств Однако добиться высвобождения молекул вещества в необходимом месте до этого сохраняя их внутри пор задача которую еще предстоит решить все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
53,Sun Jul 21 21:21:00 2024,6099,['Какова солнечная погода на этой неделе Сейчас наблюдается пик 11 ти летнего цикла солнечной активности Это выражается в увеличении количества солнечных пятен усилении вспышек и как следствие хорошей видимости полярных сияний даже на средних широтах А за текущим состоянием звезды проследил Владислав Воробьев младший научный сотрудник НОЦ НЕВОД 8 часов наблюдения за Солнцем через телескоп Sky Watcher BKP1501EQ3 2 с камерой ZWO ASI294MC Pro Несмотря на помеху в виде облаков можно рассмотреть не только большие группы пятен но и одиночные темные области А вы готовы посчитать период собственного вращения звезды в том числе на разных широтах все ответы в науке']
54,Sun Jul 21 18:52:02 2024,6096,['О разработке делителя интегратора усилителя ФЭУ и системы планирования маршрутов грузоперевозок в дипломных работах членов СНО Антон Сотников выпускник бакалавриата club184099641 участник команды Клуба Знатоков Егор Моргунов выпускник бакалавриата club131715722 mephi научный наставник СНО с 2023 года лаборант НОЦ НЕВОД все ответы в науке МИФИ']
55,Sun Jul 21 11:31:33 2024,6094,['В поисках новых звезд научного рок н ролла Статус вы студент аспирант или молодой ученый НИЯУ МИФИ Отличительные особенности у вас есть собственное научное исследование которое вы готовы креативно представить публике на самом ярком научно популярном мероприятии Если вы чувствуете что это про вас приглашаем пройти онлайн курс для будущих слэмеров Университетской лиги Science Slam Сообщите о своем желании стать слэмером id466365346 Зарегистрируйтесь на курс раздел ученым Курс по мнению победителя 2023 года поможет развить навыки публичных выступлений и привлечь внимание к своему исследованию Science Slam МИФИ пройдет 3 октября Победители университетских и региональных слэмов встретятся в финале на Конгрессе молодых ученых']
56,Mon Jul 15 19:20:40 2024,6092,['Лето сезон конференций С 3 по 5 июля член СНО студентка club142173315 mephi Фебенчукова Анастасия принимала участие в XXI международной конференции ICLO2024 в Санкт Петербурге с устным и стендовым докладами Спектроскопическая верификация методов повышения контраста при флуоресцентной диагностике базальноклеточного рака с рубцовой тканью Данные работы позволяют правильно интерпретировать изображение полученное при диагностике Сравнение скорости фотобличинга Се6 на поверхности и в глубине базалиомы при фотодинамической терапии на длине волны 660 нм с использованием регистрации флуоресценции возбужденной в красном и фиолетовом диапазонах Фотобличинг косвенно позволяет узнать исход и успешность лечения Для Анастасии это первый опыт выступления на международной конференции Поездка проведена в рамках субсидии из федерального бюджета образовательным организациям высшего образования на реализацию мероприятий направленных на поддержку студенческих научных сообществ']
57,Mon Jul 15 12:30:26 2024,6091,['Новая президентская мегастипендия для аспирантов инсайты Сегодня во Владивостоке на XII Всероссийском съезде СМУ и СНО на одном из мероприятий с участием Адонина Сергея Александровича и Асадова Али Габибовича прозвучали следующие тезисы относительно организации стипендиальной поддержки аспирантов обсуждается установление лимита количества аспирантов у одного научного руководителя которые единовременно могут получать стипендию заявители оцениваются по отраслям квотировано относительно количества заявок критерии оценивания по отдельным отраслям будут меняться можно и нужно участвовать гуманитариям аспирантам с закрытыми работами в заявке оценивается не количество статей а их качество при этом оценка идет по белому списку журналов сутевая часть заявки будет доработана и станет более структурированной научный руководитель сможет видеть полный текст заявки своего аспиранта повысится прозрачность конкурса с точки зрения обратной связи по заявкам и экспертному заключению Сейчас президентская стипендия для аспирантов составляет 75 000 вместо прежних 22 800']
58,Sat Jul 13 16:38:02 2024,6089,['Как построить 3D модель окружающего пространства Часто для работы подвижных устройств необходимо строить карту местности для камер слежения определять скорость и траекторию движения объектов для смартфонов определять личность человека по форме лица Все это требует с большой точностью определять расстояние до точек пространства вокруг Времяпролетная камера ToF camera это датчик с помощью которого получают дальностное изображение Камера испускает световой сигнал который отражается от объектов и попадает на матрицу где анализируются его характеристики фаза интенсивность время задержки все ответы в науке МИФИ']
59,Thu Jul 11 13:41:29 2024,6087,['Кружковое движение НТИ приглашает на стажировку Код для всех оплачиваемая программа стажировок для разработчиков Участникам программы будет необходимо написать код в существующие проекты под руководством менторов включиться в open source проекты и помочь в их развитии Успейте подать заявку до 20 июля Участие в программе возможно по нескольким направлениям']
60,Mon Jul  8 18:47:44 2024,6085,['Какие принципы закладывает университет в процесс подготовки инженеров исследователей Узнаем завтра в 10 00 на пресс конференции Все ответы в науке инженерное образование НИЯУ МИФИ Онлайн трансляция Почему современное приборостроение это стильно модно и молодежно все ответы в науке МИФИ']
61,Sun Jul  7 15:47:13 2024,6084,['Научные работы наших выпускников До университетского выпускного остается 5 дней Какие дипломные работы выполняли члены СНО научные наставники студентов и лицеистов Максим Монастырный выпускник бакалавриата club127643835 руководитель club222879286 mephi Лев Мардер выпускник магистратуры club127643835 старший специалист по тестированию в Lamoda Tech все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
62,Tue Jul  2 16:44:49 2024,6082,['Как выглядят эльфы из реального мира Увидели наблюдая за финальной стадией работы над вакуумной мишенной камерой комплекса ЭЛЬФ club142251832 Внутри объема поддерживается высокий вакуум и располагается оптический стол для приборов и диагностик а также узел в котором крепится исследуемый объект Комплекс будет работать в режиме фабрики фотонов ученые астрофизики и проектировщики термоядерных реакторов смогут запрашивать лазерное излучение с нужной энергией спектром длительностью и временной формой импульса Фотоальбом Лазерный комплекс Эльф все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
63,Sun Jun 30 13:23:49 2024,6080,['Связка технологий машинного зрения компьютерной графики алгоритмы распознавания AR лабораторные Лаборатория виртуальной и дополненной реальности club127643835 XRLab с командой студентов НИЯУ МИФИ разработала приложение MEPhI AR LAB Это виртуальный тур 360 по лабораториям общей физики НИЯУ МИФИ который позволяет познакомиться с точными виртуальными копиями реальных физических установок и их основными узлами у себя на столе Узнать какие лабораторные работы вас ожидают и даже отчасти подготовиться к ним Приложение для скачивания Работа с дополненной реальностью малая часть деятельности лаборатории Среди проектов также VR тренажер ОФЭКТ КТ и EDU QCRY1 Цифровая навигация Для желающих присоединиться к команде лаборатории оставляем контакты']
64,Tue Jun 25 18:01:27 2024,6078,['Как посмотреть в микроскоп без окуляров В сканирующем электронном микроскопе для изучения морфологии и размерных характеристик наночастиц используется вакуумная камера куда загружается карусель для фиксации образцов После загрузки изображение формируется сразу в цифровом формате на мониторе Сам образец кусочек кремния с нанесенным на него коллоидным раствором лазерно синтезированных наночастиц прикрепленный через углеродный скотч к алюминиевому столику за него и держатся пинцетом Материалы выбраны неслучайно они способны хорошо проводить ток что необходимо для электронной микроскопии Иначе образец будет накапливать на себе заряд и наблюдение не удастся все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
65,Mon Jun 24 11:14:49 2024,6075,['Cамый удаленный объект видимый невооруженным глазом M33 Галактика Треугольника спиральная галактика в созвездии Треугольника находится на расстоянии 3 млн световых лет от Земли Галактика является третьей по величине в Местной группе содержащей также галактику Андромеды и Млечный Путь и приближается к последней со скоростью 180 км с В M33 обнаружены десятки шаровых и звездных скоплений около сотни планетарных туманностей и переменные звезды практически всех типов Уникальной особенностью М33 является отсутствие сверхмассивной черной дыры ЧД в ее центре верхний предел массы ЧД не превышает 3000 масс Солнца Фото Владислав Воробьев научный наставник Астрономического кружка Stella Via все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
66,Thu Jun 20 14:02:13 2024,6073,['Как видят роботы LiDAR club222879286 mephi Роботу недостаточно наблюдать плоское изображение с обычной камеры Один из способов построить 3D изображение испустить сигнал и принять его отражение Например звук и сонар или радиоволны и радар Представим модуль состоящий из лазера и фотоприемника Для определения расстояния достаточно измерить время между испусканием луча и получением отражения и использовать значение скорости света Такое устройство и называется LiDAR При его вращении можно построить карту глубины и получить информацию о среде Технология LiDAR применяется в освоении космоса картографировании археологии строительстве беспилотных системах и в создании портретных фото на ваших iPhone все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
67,Tue Jun 18 21:21:45 2024,6071,['Реактор ИРТ часть идентичности мифиста Сегодня нам удалось сделать невозможное провести съемку внутренних помещений реактора Постепенно будем знакомить вас с получившимися кадрами а пока постараемся разобраться остались ли еще участники нашего сообщества которые не побывали на экскурсии практике на реакторе 2018 года мы организуем экскурсии на реактор в 2021 году мы наблюдали пик запроса на такие экскурсии Поэтому сейчас у нас есть ощущение что на реакторе были все все ответы в науке МИФИ']
68,Mon Jun 17 10:10:00 2024,6067,['На пути к безотходной ядерной энергетике Облученное ядерное топливо ОЯТ после удаления из реактора сохраняет радиоактивность По окончании выдержки топлива в бассейнах для отвода теплоты прибегают к его захоронению или обработке для дальнейшего использования В новом видео расскажем о значимости вторичного урана для технологии замкнутого топливного цикла Почему ОЯТ не стоит прибедняться На каких принципах основана обработка ОЯТ Каков вклад НИЯУ МИФИ в проектирование первого жидкосолевого ядерного реактора в России Подробнее о результатах недавних молекулярно динамических исследований характеристик расплавов солей FLiNaK от ученых НИЯУ МИФИ и ИВТЭ РАН все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
69,Sat Jun 15 18:45:01 2024,6066,['А вы надели защитные очки Тогда смотрите на процесс создания высокопрочного соединения с помощью системы ручной лазерной сварки Lightweld Снято в Лазерном центре club142251832 все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
70,Fri Jun 14 18:27:42 2024,6062,['Совершенствуя мастерство 66 студентов НИЯУ МИФИ и филиалов лицеистов примут участие в 25 командных и индивидуальных компетенциях IX Отраслевого чемпионата профессионального мастерства AtomSkills 2024 в г Екатеринбурге Соревновательные дни 16 21 июня Московскую площадку МИФИ представляют Информационная безопасность Никифоров Степан Давыдов Михаил Карапетьянц Марк компатриот Котов Даниэль Паздников Юрий Цыганков Артем компатриот Технологии композитов Вагнер Мария Немцев Матвей Игнатов Артем компатриот Кириллова Вероника Китаев Степан Кулаков Сергей компатриот Аддитивные технологии Уткина Ирина Жуковский Юрий компатриот Квантовые технологии Пылаева Надежда Ляхова Яна компатриот Горшков Алексей Ушаков Федор компатриот Математическое моделирование Калимуллин Тимур Никитин Дмитрий Хрестин Андрей Чмыхов Михаил компатриот Желаем побед командам Лауреаты AtomSkills смогут попасть в сборную команду для участия в Хайтек DigitalSkills Чемпионате Битва роботов']
71,Tue Jun 11 13:30:04 2024,6060,['Лазерная фрагментация в жидкости разделяем и властвуем Для чего нужно Приводит к измельчению исходных материалов порошков до нано размеров миллионная доля миллиметра Лазерное излучение попадает в порошковый материал распределенный по объему кюветы и буквально разрывает его на очень маленькие части Мощность излучения позволяет отрывать электроны из атомов материала создавать плазму 5000 К Далее удаленные электроны вытягивают остатки атома из материала наружу в жидкость где эти разгоряченные атомы остывают и конденсируются собираясь друг с другом в новую кристаллическую решетку так и формируются наночастицы Фотоальбом Лаборатория Бионанофотоника ИФИБ все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
72,Sat Jun  8 18:56:30 2024,6055,['Итоги II Весенней научной сессии Часть II Отдельно хотим отметить лучших участников конкурса тезисов на английском языке Победитель Potaskaeva Aleksandra Pavlovna Application development for diagnosing kidney cancer using artificial intelligence Призер Dushina Anastasiya Olegovna Study of AgNPs flavin mononucleotide complex formation by changing the optical properties of this colloidal solution Призер Dushkin Kirill Romanovich Standardization of private artificial intelligence algorithms for traffic signal recognition through the preparation of a demonstration test dataset В августе готовим новый мерч состоится награждение победителей и призеров дипломы и сертификаты участников будут направлены в ближайшее время следите за обновлениями и до встречи Благодарим за открытую научную коммуникацию и вашу поддержку Фото можно найти']
73,Sat Jun  8 18:56:27 2024,6054,['Итоги II Весенней научной сессии Часть I В этом году в Конференции принимали участие студенты НИЯУ МИФИ МГТУ им Н Э Баумана МФТИ РТУ МИРЭА а также обучающиеся Лицеев 1511 1523 Предуниверситария НИЯУ МИФИ Участники приняли участие в работе 7 секций от прикладной математики и машинного обучения до инжиниринга и биомедицины В этом году в приветственный день мы впервые провели университетский научный семинар с молодыми учеными Поделитесь мнением как нам сделать Конференцию лучше С полным списком лауреатов можно ознакомиться на сайте']
74,Fri Jun  7 16:25:18 2024,6051,['Центр инженерных разработок ИНТЭЛ все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
75,Thu Jun  6 20:39:34 2024,6049,['Увидимся в магистратуре и аспирантуре Откладываете поступление в дальний ящик Сейчас пожалуйста посмотрите на перечень индивидуальных достижений при поступлении на программы магистратуры и аспирантуры НИЯУ МИФИ Обращаем внимание что с этого года статус призера победителя олимпиады Я Профессионал не дает право БВИ в аспирантуру']
76,Tue Jun  4 19:04:35 2024,6046,['Цифровое решение для водородной энергетики Какие проекты на базе СНО реализовали студенты в этом семестре Команда студентов 1 курса club127643835 нашей Проектной деятельности разработала систему доставки мощности для улучшения энергетической инфраструктуры в удаленных регионах основанную на переработке метана в водород Процесс начинается с пиролиза метана в результате которого выделяется водород Он хранится в подземных емкостях обеспечивающих безопасность и эффективность при больших объемах Излишки энергии используются для зарядки высокобезопасных и долговечных аккумуляторов LIFEPO4 Сжатый водород закачивается в водородные массивы машин и используется в качестве топлива В системе также применяются фуллерены повышающие эффективность и долговечность водородных ячеек Технологический стек Backend Python Flask Frontend Flutter контейнеризация Doker визуализация Blender все ответы в науке МИФИ десятилетиенауки МинобрнаукиРоссии популяризациянауки']
77,Tue Jun  4 17:02:17 2024,6045,['Это знать надо это классика Спешим сообщить о новой возможности бота которой вы можете воспользоваться Если вам требуется проверка научной работы на заимствования отправляйте работу в формате pdf с пометкой проверка на заимствования Мы пришлем вам результаты проверки в течение 2 дней']
78,Thu May 30 18:13:57 2024,6043,['Новаторские линзы для лечения глаукомы Иллюстрируем модификацию линз металл органическими каркасными структурами МОКС пористыми структурами из ионов металлов и органических линкеров Недавние исследования ученых ИБХ РАН и других научных организаций в России и за рубежом привели к разработке нового типа контактных линз где используются МОКС для контролируемого и длительного высвобождения бримонидина лекарственного препарата применяемого для снижения внутриглазного давления Процесс нанесения МОКС на поверхность линз включает шаги сушки и повторного увлажнения чтобы обеспечить надежное сцепление наночастиц с материалом линзы Так МОКС остаются на линзах даже при длительном контакте с слезной жидкостью и не влияют на прозрачность и оптические свойства линз Работа была опубликована в журнале Aggregate Один из соавторов статьи сотрудник ИБХ РАН студент 3 курса ИФИБ НИЯУ МИФИ и руководитель СНК Основы биологии рака Родионов Владислав все ответы в науке МИФИ']
79,Mon May 27 12:20:54 2024,6041,['Это мы в ГК Комплексные системы сейчас мы в МИФИ уже На экране микроскопа можно наблюдать за пайкой модуля усилителя Довелось увидеть вживую процесс производства оптоэлектронных систем систем охраны периметра и БПЛА посмотреть на установку для передачи электричества по одному проводу Узнали несколько секретов в конструкции беспилотников в ходе подготовки к полету Феникс 3 квадрокоптера который уже показывали на Дне цифрового Росатома Где уже сегодня встретиться с этими разработками Например всенаправленную беспроводную зарядку можно найти в прокатных самокатах все ответы в науке МИФИ']
80,Fri May 24 20:55:48 2024,6039,['Проникаем в широкие массы Пока вы сдаете зачетную сессию но не сдаетесь мы повышаем возрастной ценз нашей Научной площадки В первый день фестиваля PHDays мероприятие посетило более 40 тысяч участников Разделите эти солнечные дни с МИФИ и приходите завтра на Молодежный день мы там тоже будем Получить бесплатные билеты можно сегодня до 23 59 Координаты площадки МИФИ 55 714912 37 551568']
81,Wed May 22 06:44:09 2024,6037,['X Совещание СНО вузов города Москвы и Московской области Десятилетие развития СНО что изменилось что неизменно и что дальше В 10 00 подключайтесь к трансляции 10 15 Обсуждение итогов Конкурса СНО 2024 10 25 Панельная дискуссия Студенческое научное общество костыль в системе образования или клуб по интересам 11 30 Презентация программ развития победителей Конкурса СНО 2024']
82,Tue May 21 22:00:45 2024,6035,['12 часов остается до начала десятого Совещания СНО Москвы и Московской области в МИФИ Присоединяйтесь к трансляции чтобы узнать Что такое СНО и каково его место в университете Подробности Конкурса СНО Минобрнауки 2024 года Зачем ученым знать экономику Какие следующие шаги по поддержке СНО необходимо сделать И многое другое']
83,Mon May 20 07:52:14 2024,6030,['Знакомьтесь команда МИФИ по олимпиадной физике В минувший четверг наши студенты противостояли командам 7 лучших технических вузов Москвы и заняли первое место в командном зачете учитывались 6 лучших результатов московского этапа Всероссийской студенческой олимпиады по физике В топ 3 по результатам личного зачета вошли 1 место Кривошеев Николай ИЯФиТ 2 место Нагибин Владимир ЛаПлаз 3 место Аликулов Руслан ИЯФиТ Команда МИФИ по физике сохраняет лидерство уже третий год подряд']
84,Sun May 19 11:01:43 2024,6028,['Расписание II Весенней научной сессии СНО Открыта дополнительная регистрация на Турнир по шведским шахматам 21 мая 18 00 3 101 НЛК']
85,Wed May 15 14:15:37 2024,6024,['Есть ли жизнь после СНО Приглашаем вас на научный семинар с участием молодых ученых университета В этом новом для нас формате студенты раскроют темы от мюонной томографии до укрощения Солнца и расскажут как им удалось найти себя в науке 17 мая в 18 00 Конференц зал Студенческого офиса Какие интересные задачи стоят перед студентами в МИФИ Правда ли что у самурая нет цели а есть только путь']
86,Fri May 10 10:02:07 2024,6022,['Гранты молодым математикам Ведущий ученый к ф м н д ф м н Руководство научной группой до 4 человек молодые кандидаты наук аспиранты молодые ученые без степени и студенты Не менее 5 публикаций в WoS или MathSciNet за 10 лет Молодой ведущий ученый к ф м н д ф м н до 49 лет Руководство научной группой до 3 человек аспиранты и студенты старших курсов Не менее 3 публикаций за 6 лет Прием заявок до 30 мая Заявки руководителя каждого участника научной группы и развернутое описание исследовательского проекта в области фундаментальной математике на английском языке']
87,Wed May  8 10:10:00 2024,6020,['В этом году Конкурс Минобрнауки СНО претерпел несколько изменений Приглашаем вас на X Совещание Студенческих научных обществ города Москвы и Московской области на котором обсудим вопросы развития СНО проанализируем результаты Конкурса 2024 года познакомимся с программами развития победителей синхронизируем понимание устройства и деятельности СНО Москва НИЯУ МИФИ 22 мая Регистрация открыта до 19 05 24 Объединяем СНО']
88,Thu May  2 20:55:21 2024,6016,['Весенняя закономерность представление научных работ Открываем регистрацию на II Весеннюю научную сессию СНО НИЯУ МИФИ Университетский научный семинар 17 мая 18 00 Для тех кто открыт к научной коммуникации с представителями смежных областей и готов обсудить методологические проблемы постановку задач исследования VII Научно практическая конференция Шаг в науку Студенческая конференция Код ученого 20 28 мая Апробировать результаты научной работы приглашаем учащихся 9 11 классов студентов университетов г Москвы и Московской области очно студентов филиалов НИЯУ МИФИ онлайн Регистрация до 16 мая Участие возможно с устным и или стендовым докладом в одной из 9 секций Все что нужно для подачи заявки тезисы работы оформленные в соответствии с шаблоном в doc или tex Есть вопросы по участию Отвечаем в telegram боте на почте sno ru']
89,Mon Apr 22 21:49:02 2024,6012,['В минувшее воскресенье в МИФИ состоялась Всероссийская студенческая олимпиада по физике Спешим сообщить вам имена победителей и поздравить команду МИФИ с отличным результатом Личный зачет Нагибин Владимир МИФИ Б22 201 Ермаков Сергей ИТМО До Хоанг Лонг ИТМО Командный зачет ИТМО МИФИ Нагибин Владимир Б22 201 Куракин Владимир М23 212 Киргизов Иван Б22 221 МФТИ']
90,Sat Apr 20 18:14:53 2024,6010,['А лауреаты Научно исследовательского кто 136 участников 5 задач 12 самых точных решений Реконструкция треков мюонов Зяблицева Е Д Кальцын П В Кольцов К А Трифонова Ю Г МИФИ Призеры Завидов Е Н Кораблев Д А Летягин И Д Панфилов П А МИФИ Алещенко О В Горячкин П Д Некрасов Г А Окунев С С МИФИ Магомадов Д С Исаева А А Лицей 1523 Разработка алгоритма расчета транспортного запаздывания Тауренис Д А Демешко Д М Муравский П К Сколтех Призер Титарь И А Агринский А Е Антонов К В МИФИ Симуляция когерентной машины Изинга Басов Я А Монастырный М А Ермаков А В МИФИ Призер Шувалов Г В Ершов Г А Субботин Г В МИФИ Модуль автоматического наведения для боевого робота Корнилов В В Корнейко А А МИРЭА Система контроля газового потока для аппарата ИВЛ Сатина А П Белоусова А А Китайцев А А Ильин Д О МИФИ Призеры Кобелева С В Макаров А В Николаев Г А Савин И К МИФИ Минаев А В Галочкин К С Хворов А В Смолякин К Д Школа 1517 А за самый креативный подход к решению была отмечена сборная МИФИ МГТУ МФТИ в составе Нагибин В С Шевченко У А Минаков А Ю Севастьянова О Д']
